,Provider,PotentialFraud,AvgDuration,NumOfPt,NumOfClm,ClmPerPt,TotalRev,RevPerPt,ClmNoPhy,ClmAllPhy,ClmNoProc,ClmPerDay
2475,PRV54393,No,1.55,63,75,1.19,53860,854.92,0,7,73,71
2476,PRV54396,No,3.05,32,44,1.38,27968,874.0,0,1,44,40
2477,PRV54400,No,2.22,88,96,1.09,28050,318.75,0,6,96,82
2478,PRV54401,No,1.82,22,22,1.0,3020,137.27,0,3,22,22
2479,PRV54402,No,1.32,50,56,1.12,81038,1620.76,0,2,54,51
2480,PRV54403,No,0.67,11,12,1.09,1980,180.0,0,1,12,12
2481,PRV54404,No,1.33,188,266,1.41,86246,458.76,1,20,266,191
2482,PRV54407,No,1.79,16,19,1.19,2560,160.0,0,1,19,19
2483,PRV54408,No,2.41,28,106,3.79,55316,1975.57,0,6,106,94
2484,PRV54409,No,3.11,16,19,1.19,40500,2531.25,0,0,18,19
2485,PRV54410,No,0.76,20,37,1.85,10400,520.0,0,3,37,35
2486,PRV54411,No,1.64,16,22,1.38,9308,581.75,0,4,21,22
2487,PRV54412,No,0.71,43,70,1.63,12310,286.28,1,5,70,65
2488,PRV54413,No,0.05,14,20,1.43,3190,227.86,0,1,20,19
2489,PRV54414,No,2.53,18,30,1.67,33068,1837.11,0,3,29,27
2490,PRV54415,No,0.0,16,27,1.69,7340,458.75,0,0,27,26
2491,PRV54416,No,0.06,16,17,1.06,7880,492.5,0,1,17,17
2492,PRV54419,No,1.46,27,28,1.04,4970,184.07,0,3,28,26
2493,PRV54420,No,5.0,1,1,1.0,300,300.0,0,0,1,1
2494,PRV54421,No,1.77,31,65,2.1,14630,471.94,0,3,65,59
2495,PRV54422,No,0.0,12,15,1.25,2750,229.17,0,2,15,15
2496,PRV54423,No,0.58,51,93,1.82,22870,448.43,0,11,93,83
2497,PRV54424,No,10.0,2,2,1.0,150,75.0,0,0,2,2
2498,PRV54425,No,2.11,13,18,1.38,78572,6044.0,0,2,16,16
2499,PRV54426,No,3.21,20,24,1.2,110002,5500.1,0,1,20,24
2500,PRV54427,No,2.15,20,62,3.1,12030,601.5,0,5,62,59
2501,PRV54429,No,1.94,27,65,2.41,48536,1797.63,0,3,62,60
2502,PRV54430,No,1.22,30,64,2.13,13340,444.67,0,6,64,55
2503,PRV54431,No,4.0,9,9,1.0,1580,175.56,0,1,9,9
2504,PRV54432,No,0.0,5,5,1.0,1110,222.0,0,1,5,5
2505,PRV54433,No,1.21,12,14,1.17,4040,336.67,0,1,14,14
2506,PRV54434,No,1.52,31,42,1.35,31136,1004.39,0,2,42,40
2507,PRV54435,No,0.18,8,11,1.38,4280,535.0,0,3,11,11
2508,PRV54436,No,3.5,2,2,1.0,2200,1100.0,0,0,2,2
2509,PRV54437,No,1.79,14,14,1.0,3230,230.71,0,0,14,14
2510,PRV54438,No,1.29,98,272,2.78,62340,636.12,0,19,272,187
2511,PRV54439,No,0.0,3,3,1.0,190,63.33,0,0,3,3
2512,PRV54441,No,0.0,4,4,1.0,480,120.0,0,0,4,4
2513,PRV54442,No,2.21,56,68,1.21,25370,453.04,0,3,68,62
2514,PRV54443,No,2.84,51,61,1.2,27510,539.41,0,5,61,56
2515,PRV54444,No,1.59,25,27,1.08,9910,396.4,0,3,27,25
2516,PRV54448,No,1.13,23,23,1.0,6780,294.78,0,0,23,23
2517,PRV54449,No,0.0,1,1,1.0,50,50.0,0,0,1,1
2518,PRV54450,No,3.0,10,10,1.0,5790,579.0,0,3,10,10
2519,PRV54451,No,1.62,13,13,1.0,8380,644.62,0,2,13,13
2520,PRV54452,No,0.0,5,5,1.0,610,122.0,0,1,5,5
2521,PRV54454,No,1.48,138,171,1.24,45460,329.42,0,21,171,138
2522,PRV54455,No,0.0,6,6,1.0,1390,231.67,0,0,6,6
2523,PRV54456,No,0.0,6,8,1.33,1370,228.33,0,0,8,8
2524,PRV54457,No,1.25,8,16,2.0,2220,277.5,0,4,16,16
2525,PRV54459,No,2.22,9,9,1.0,3080,342.22,0,0,9,9
2526,PRV54460,No,4.4,5,5,1.0,52340,10468.0,0,1,3,5
2527,PRV54461,No,5.58,12,12,1.0,163748,13645.67,0,2,3,12
2528,PRV54462,No,1.29,75,80,1.07,16450,219.33,2,6,80,72
2529,PRV54463,No,0.0,3,3,1.0,2010,670.0,0,0,3,3
2530,PRV54465,No,0.0,5,9,1.8,3750,750.0,0,1,9,9
2531,PRV54466,No,0.0,3,3,1.0,120,40.0,0,0,3,3
2532,PRV54467,No,0.0,5,7,1.4,1380,276.0,0,3,7,7
2533,PRV54468,No,0.0,19,21,1.11,1710,90.0,0,2,21,21
2534,PRV54469,No,0.09,10,11,1.1,3290,329.0,0,0,11,11
2535,PRV54471,No,1.3,23,46,2.0,16710,726.52,0,2,46,46
2536,PRV54472,No,2.06,19,32,1.68,16460,866.32,0,2,32,32
2537,PRV54473,No,5.26,8,19,2.38,11020,1377.5,0,3,19,19
2538,PRV54475,No,1.67,60,151,2.52,43470,724.5,0,10,151,125
2539,PRV54477,No,1.76,60,100,1.67,34860,581.0,0,6,100,93
2540,PRV54478,No,0.61,47,64,1.36,21590,459.36,0,5,64,57
2541,PRV54479,No,1.18,9,17,1.89,8640,960.0,0,2,17,16
2542,PRV54480,No,3.5,6,6,1.0,46408,7734.67,0,1,2,6
2543,PRV54481,No,0.0,8,8,1.0,1990,248.75,0,1,8,8
2544,PRV54482,No,0.0,6,6,1.0,370,61.67,0,1,6,5
2545,PRV54483,No,0.23,11,13,1.18,1310,119.09,0,2,13,12
2546,PRV54486,No,2.0,19,28,1.47,8010,421.58,0,3,28,25
2547,PRV54489,No,1.64,14,14,1.0,6300,450.0,0,1,14,14
2548,PRV54490,No,0.0,19,23,1.21,2250,118.42,0,3,23,23
2549,PRV54491,No,1.5,10,14,1.4,8820,882.0,0,1,14,13
2550,PRV54496,No,3.0,7,8,1.14,2460,351.43,0,1,8,8
2551,PRV54497,No,4.2,5,5,1.0,50272,10054.4,0,2,2,5
2552,PRV54498,No,6.0,1,1,1.0,13068,13068.0,0,0,0,1
2553,PRV54499,No,1.0,1,1,1.0,12068,12068.0,0,1,0,1
2554,PRV54500,No,13.5,2,2,1.0,27136,13568.0,0,0,1,2
2555,PRV54501,No,3.0,3,3,1.0,43204,14401.33,0,0,1,3
2556,PRV54502,No,11.33,3,3,1.0,58204,19401.33,0,0,2,3
2557,PRV54503,No,8.0,1,1,1.0,9068,9068.0,0,0,1,1
2558,PRV54506,No,0.87,75,134,1.79,60204,802.72,0,6,133,117
2559,PRV54507,No,1.72,73,109,1.49,384946,5273.23,0,6,88,96
2560,PRV54508,No,1.51,75,90,1.2,33370,444.93,0,8,90,82
2561,PRV54509,No,3.75,4,4,1.0,250,62.5,0,0,4,4
2562,PRV54510,No,1.31,75,149,1.99,41760,556.8,0,13,149,118
2563,PRV54511,No,1.44,30,32,1.07,8690,289.67,0,1,32,29
2564,PRV54515,No,0.9,66,67,1.02,22930,347.42,0,7,67,63
2565,PRV54517,No,0.07,16,45,2.81,5740,358.75,0,4,45,44
2566,PRV54519,No,1.33,10,15,1.5,4690,469.0,1,2,15,15
2567,PRV54520,No,4.6,11,15,1.36,8200,745.45,1,2,15,15
2568,PRV54521,No,1.73,39,64,1.64,32120,823.59,0,4,64,59
2569,PRV54522,No,0.5,2,2,1.0,2030,1015.0,0,0,2,2
2570,PRV54523,No,0.0,1,1,1.0,90,90.0,0,0,1,1
2571,PRV54524,No,0.1,16,21,1.31,2840,177.5,0,1,21,21
2572,PRV54526,No,0.15,17,46,2.71,10310,606.47,0,3,46,44
2573,PRV54528,No,0.87,9,23,2.56,5710,634.44,0,1,23,23
2574,PRV54529,No,0.0,5,5,1.0,230,46.0,0,0,5,5
2575,PRV54530,No,3.08,4,13,3.25,2630,657.5,0,2,13,12
2576,PRV54531,No,1.13,26,30,1.15,15198,584.54,0,8,30,30
2577,PRV54535,No,2.24,29,34,1.17,7190,247.93,0,2,34,34
2578,PRV54536,No,0.85,11,13,1.18,4890,444.55,0,3,13,12
2579,PRV54537,No,2.32,20,60,3.0,22670,1133.5,0,0,60,56
2580,PRV54538,No,1.33,32,48,1.5,21810,681.56,0,0,48,45
2581,PRV54539,No,0.46,43,69,1.6,18440,428.84,1,5,69,62
2582,PRV54541,No,0.71,6,7,1.17,8186,1364.33,0,1,6,7
2583,PRV54542,No,2.35,14,20,1.43,40840,2917.14,0,1,18,20
2584,PRV54544,No,1.43,8,28,3.5,5350,668.75,0,2,28,27
2585,PRV54545,No,0.0,1,2,2.0,180,180.0,0,0,2,2
2586,PRV54546,No,0.0,6,6,1.0,1010,168.33,0,0,6,6
2587,PRV54547,No,0.0,3,3,1.0,540,180.0,0,0,3,3
2588,PRV54548,No,0.08,7,12,1.71,1890,270.0,0,1,12,12
2589,PRV54549,No,0.0,1,1,1.0,40,40.0,0,0,1,1
2590,PRV54550,No,2.43,13,21,1.62,5550,426.92,0,3,21,21
2591,PRV54551,No,1.43,5,7,1.4,1960,392.0,0,1,7,7
2592,PRV54552,No,0.8,28,45,1.61,11570,413.21,1,5,45,42
2593,PRV54553,No,0.0,12,18,1.5,3740,311.67,0,1,18,18
2594,PRV54554,No,0.46,8,26,3.25,6990,873.75,0,3,26,26
2595,PRV54555,No,7.0,6,6,1.0,57408,9568.0,0,0,4,6
2596,PRV54558,No,2.15,69,73,1.06,214060,3102.32,0,4,66,69
2597,PRV54559,No,3.5,57,66,1.16,273144,4792.0,1,8,50,59
2598,PRV54561,No,2.51,102,186,1.82,296730,2909.12,2,11,175,142
2599,PRV54562,No,1.2,75,206,2.75,57950,772.67,0,16,206,161
2600,PRV54563,No,1.67,172,267,1.55,80160,466.05,1,27,267,192
2601,PRV54564,No,1.7,330,803,2.43,232030,703.12,0,59,803,328
2602,PRV54565,No,2.67,106,130,1.23,446914,4216.17,0,8,112,105
2603,PRV54567,No,1.61,34,57,1.68,119198,3505.82,0,7,51,56
2604,PRV54568,No,1.32,46,56,1.22,58980,1282.17,0,6,53,52
2605,PRV54569,No,1.94,42,63,1.5,222256,5291.81,0,3,55,61
2606,PRV54571,No,4.18,17,17,1.0,54882,3228.35,1,1,14,15
2607,PRV54572,No,1.77,117,146,1.25,53380,456.24,0,13,146,120
2608,PRV54573,No,0.95,14,22,1.57,6080,434.29,0,3,22,22
2609,PRV54574,No,0.94,24,35,1.46,7930,330.42,0,3,35,35
2610,PRV54575,No,2.3,155,273,1.76,521688,3365.73,1,17,255,193
2611,PRV54576,No,6.75,16,16,1.0,111916,6994.75,0,2,8,16
2612,PRV54577,No,4.74,56,61,1.09,518934,9266.68,0,8,35,57
2613,PRV54578,No,0.52,37,77,2.08,24520,662.7,0,9,77,71
2614,PRV54579,No,0.0,2,2,1.0,1290,645.0,0,0,2,2
2615,PRV54580,No,1.37,19,30,1.58,7340,386.32,0,2,30,29
2616,PRV54581,No,0.0,9,11,1.22,2160,240.0,0,0,11,11
2617,PRV54582,No,0.61,35,71,2.03,19260,550.29,0,11,71,65
2618,PRV54585,No,2.01,34,75,2.21,22940,674.71,0,10,75,67
2619,PRV54587,No,0.0,2,3,1.5,150,75.0,0,0,3,3
2620,PRV54588,No,1.21,47,63,1.34,17340,368.94,0,4,63,61
2621,PRV54589,No,0.0,5,11,2.2,1700,340.0,0,2,11,11
2622,PRV54590,No,1.5,34,66,1.94,29948,880.82,0,4,65,65
2623,PRV54591,No,1.24,14,45,3.21,8360,597.14,0,3,45,44
2624,PRV54593,No,0.97,22,35,1.59,10990,499.55,0,0,35,35
2625,PRV54595,No,3.64,9,11,1.22,7620,846.67,0,3,11,11
2626,PRV54596,No,1.12,20,64,3.2,16640,832.0,0,6,64,58
2627,PRV54597,No,0.0,10,15,1.5,5010,501.0,1,1,15,15
2628,PRV54598,No,0.11,7,9,1.29,1010,144.29,0,2,9,8
2629,PRV54599,No,1.18,11,17,1.55,3880,352.73,1,1,17,17
2630,PRV54601,No,1.82,6,11,1.83,770,128.33,0,3,11,11
2631,PRV54602,No,2.86,13,14,1.08,1740,133.85,0,1,14,14
2632,PRV54603,No,1.98,32,57,1.78,16460,514.38,0,5,57,56
2633,PRV54604,No,0.58,15,38,2.53,8310,554.0,0,5,37,34
2634,PRV54606,No,2.5,8,8,1.0,1510,188.75,0,0,8,8
2635,PRV54608,No,2.52,10,33,3.3,10650,1065.0,0,3,33,32
2636,PRV54609,No,0.67,14,45,3.21,17330,1237.86,0,7,45,42
2637,PRV54610,No,2.69,21,45,2.14,14660,698.1,0,4,45,41
2638,PRV54611,No,0.33,6,6,1.0,5928,988.0,0,0,6,6
2639,PRV54612,No,0.0,4,12,3.0,1210,302.5,0,0,12,12
2640,PRV54614,No,0.6,8,15,1.88,1480,185.0,0,1,15,14
2641,PRV54615,No,0.0,2,5,2.5,310,155.0,0,0,5,5
2642,PRV54616,No,1.6,5,5,1.0,25446,5089.2,0,1,3,5
2643,PRV54618,No,0.06,18,32,1.78,10380,576.67,0,2,32,29
2644,PRV54619,No,1.03,21,33,1.57,9710,462.38,0,3,33,32
2645,PRV54620,No,2.92,12,13,1.08,81996,6833.0,0,3,7,13
2646,PRV54621,No,0.0,1,1,1.0,900,900.0,0,0,1,1
2647,PRV54622,No,1.8,8,10,1.25,920,115.0,0,0,10,10
2648,PRV54623,No,0.88,11,43,3.91,8330,757.27,0,1,43,40
2649,PRV54624,No,4.0,8,10,1.25,10180,1272.5,0,0,10,10
2650,PRV54625,No,1.88,7,16,2.29,7290,1041.43,0,1,16,16
2651,PRV54627,No,0.81,13,26,2.0,5530,425.38,1,1,26,26
2652,PRV54628,No,0.75,4,4,1.0,1540,385.0,0,0,4,4
2653,PRV54629,No,0.0,3,3,1.0,580,193.33,0,0,3,3
2654,PRV54630,No,1.58,23,85,3.7,25780,1120.87,0,4,85,73
2655,PRV54633,No,3.25,6,12,2.0,1460,243.33,0,0,12,12
2656,PRV54634,No,0.72,23,32,1.39,6300,273.91,0,2,32,30
2657,PRV54635,No,2.12,11,33,3.0,6830,620.91,0,0,33,32
2658,PRV54636,No,2.04,51,76,1.49,26580,521.18,0,5,76,69
2659,PRV54637,No,7.31,12,13,1.08,233816,19484.67,0,5,3,13
2660,PRV54638,No,3.5,6,6,1.0,88408,14734.67,0,0,3,6
2661,PRV54639,No,4.0,12,13,1.08,117816,9818.0,0,0,5,13
2662,PRV54640,No,3.68,19,19,1.0,81776,4304.0,1,0,13,19
2663,PRV54642,No,2.27,46,49,1.07,14350,311.96,0,5,49,49
2664,PRV54643,No,0.0,18,18,1.0,8380,465.56,0,2,18,18
2665,PRV54645,No,0.0,2,2,1.0,1070,535.0,0,0,2,2
2666,PRV54646,No,2.48,13,23,1.77,11180,860.0,0,2,23,22
2667,PRV54652,No,1.21,33,38,1.15,12100,366.67,0,3,38,35
2668,PRV54653,No,3.13,61,70,1.15,420460,6892.79,0,8,46,64
2669,PRV54656,No,0.77,35,35,1.0,11410,326.0,0,2,35,33
2670,PRV54657,No,2.33,46,46,1.0,310376,6747.3,0,2,33,42
2671,PRV54658,No,2.34,85,85,1.0,207380,2439.76,1,6,71,76
2672,PRV54660,No,1.33,21,24,1.14,5140,244.76,0,2,24,23
2673,PRV54661,No,0.95,19,19,1.0,91404,4810.74,0,4,17,19
2674,PRV54662,No,3.53,44,45,1.02,28904,656.91,0,3,44,42
2675,PRV54664,No,0.0,2,2,1.0,1300,650.0,0,0,2,2
2676,PRV54666,No,2.0,5,5,1.0,12468,2493.6,0,1,5,5
2677,PRV54667,No,3.13,66,166,2.52,137434,2082.33,1,12,160,128
2678,PRV54668,No,1.26,261,306,1.17,97648,374.13,2,21,306,210
2679,PRV54670,No,1.91,115,159,1.38,39610,344.43,0,16,159,129
2680,PRV54671,No,0.0,1,3,3.0,920,920.0,0,0,3,3
2681,PRV54672,No,3.4,7,10,1.43,4200,600.0,0,0,10,10
2682,PRV54673,No,13.0,1,1,1.0,0,0.0,0,1,0,1
2683,PRV54674,No,10.0,3,3,1.0,30204,10068.0,0,0,1,3
2684,PRV54677,No,4.96,15,27,1.8,16380,1092.0,0,4,27,25
2685,PRV54678,No,0.0,7,15,2.14,6920,988.57,0,2,15,15
2686,PRV54679,No,5.0,1,1,1.0,8068,8068.0,0,0,0,1
2687,PRV54681,No,1.13,285,301,1.06,64380,225.89,0,26,301,204
2688,PRV54682,No,1.39,88,96,1.09,55430,629.89,1,6,92,77
2689,PRV54683,No,1.29,406,462,1.14,124930,307.71,0,42,462,269
2690,PRV54684,No,2.0,128,133,1.04,43600,340.62,0,9,133,113
2691,PRV54685,No,2.32,139,145,1.04,40410,290.72,0,11,145,124
2692,PRV54686,No,1.55,125,157,1.26,161002,1288.02,0,7,151,128
2693,PRV54687,No,1.11,18,18,1.0,9460,525.56,0,1,18,17
2694,PRV54689,No,0.1,20,20,1.0,2070,103.5,0,1,20,20
2695,PRV54690,No,1.27,366,840,2.3,226720,619.45,5,68,840,338
2696,PRV54691,No,0.99,66,67,1.02,102358,1550.88,0,9,66,62
2697,PRV54693,No,3.06,51,52,1.02,42066,824.82,0,3,51,49
2698,PRV54694,No,1.4,155,330,2.13,91190,588.32,1,33,330,224
2699,PRV54695,No,1.77,53,53,1.0,16010,302.08,0,4,53,51
2700,PRV54696,No,2.69,63,71,1.13,145948,2316.63,0,3,68,62
2701,PRV54697,No,3.12,8,8,1.0,11948,1493.5,0,0,7,8
2702,PRV54699,No,0.0,4,4,1.0,460,115.0,0,0,4,4
2703,PRV54701,No,0.0,5,6,1.2,1310,262.0,0,0,6,6
2704,PRV54703,No,0.0,11,11,1.0,660,60.0,0,0,11,11
2705,PRV54704,No,1.11,115,161,1.4,44880,390.26,1,8,161,129
2706,PRV54705,No,1.53,119,257,2.16,230412,1936.24,0,22,250,187
2707,PRV54707,No,0.0,8,9,1.12,1280,160.0,0,0,9,9
2708,PRV54708,No,0.12,8,8,1.0,2680,335.0,0,2,8,8
2709,PRV54710,No,0.0,2,2,1.0,860,430.0,0,0,2,2
2710,PRV54711,No,0.0,2,2,1.0,40,20.0,0,0,2,2
2711,PRV54712,No,1.43,13,14,1.08,7460,573.85,0,1,14,14
2712,PRV54713,No,1.29,17,17,1.0,1970,115.88,0,2,17,17
2713,PRV54714,No,0.3,10,10,1.0,2480,248.0,0,1,10,10
2714,PRV54715,No,2.05,18,19,1.06,6990,388.33,0,1,19,18
2715,PRV54716,No,0.8,55,141,2.56,39920,725.82,1,9,141,107
2716,PRV54717,No,0.0,3,3,1.0,2400,800.0,0,2,3,3
2717,PRV54720,No,3.89,9,9,1.0,110544,12282.67,0,2,3,9
2718,PRV54723,No,1.54,86,90,1.05,24520,285.12,0,8,90,76
2719,PRV54724,No,4.3,67,71,1.06,538916,8043.52,0,11,41,67
2720,PRV54725,No,2.03,112,116,1.04,34850,311.16,2,12,116,96
2721,PRV54726,No,1.88,34,34,1.0,35576,1046.35,0,3,32,33
2722,PRV54727,No,1.71,59,59,1.0,24640,417.63,0,7,59,54
2723,PRV54728,No,3.18,11,11,1.0,15826,1438.73,0,1,9,11
2724,PRV54730,No,1.88,39,40,1.03,9450,242.31,0,4,40,38
2725,PRV54734,No,1.11,127,138,1.09,43260,340.63,0,11,138,110
2726,PRV54735,No,2.47,38,38,1.0,65310,1718.68,0,1,35,36
2727,PRV54737,No,4.23,35,35,1.0,183394,5239.83,0,2,30,31
2728,PRV54741,No,0.84,171,177,1.04,48610,284.27,2,15,177,141
2729,PRV54745,No,1.23,502,828,1.65,308830,615.2,0,79,822,324
2730,PRV54747,No,1.05,20,21,1.05,5580,279.0,0,1,21,20
2731,PRV54748,No,2.12,83,85,1.02,32400,390.36,0,7,85,77
2732,PRV54753,No,1.94,16,16,1.0,7780,486.25,0,1,16,16
2733,PRV54756,No,2.47,19,19,1.0,20644,1086.53,0,4,19,18
2734,PRV54757,No,2.09,65,65,1.0,115194,1772.22,0,10,56,59
2735,PRV54758,No,1.65,93,95,1.02,26110,280.75,0,14,95,85
2736,PRV54759,No,1.5,44,44,1.0,50520,1148.18,0,4,41,43
2737,PRV54760,No,3.97,29,31,1.07,220722,7611.1,0,3,17,30
2738,PRV54761,No,1.63,483,822,1.7,218330,452.03,3,68,822,331
2739,PRV54763,No,1.56,33,34,1.03,11770,356.67,0,2,34,34
2740,PRV54764,No,1.75,48,51,1.06,176144,3669.67,0,3,41,46
2741,PRV54767,No,1.06,62,63,1.02,70704,1140.39,0,8,61,60
2742,PRV54768,No,3.34,31,32,1.03,68898,2222.52,0,3,29,30
2743,PRV54773,No,4.09,34,34,1.0,164032,4824.47,0,5,27,32
2744,PRV54774,No,1.73,264,488,1.85,209820,794.77,1,35,485,260
2745,PRV54776,No,1.81,37,37,1.0,42790,1156.49,0,2,34,34
2746,PRV54779,No,1.94,31,31,1.0,130292,4202.97,0,0,24,30
2747,PRV54780,No,1.9,21,21,1.0,5000,238.1,0,1,21,20
2748,PRV54783,No,2.89,26,28,1.08,20710,796.54,0,4,28,28
2749,PRV54784,No,0.78,9,9,1.0,1520,168.89,1,0,9,8
2750,PRV54785,No,4.25,8,8,1.0,28566,3570.75,0,1,7,8
2751,PRV54787,No,2.03,76,77,1.01,311544,4099.26,0,10,62,71
2752,PRV54789,No,4.33,3,3,1.0,33204,11068.0,0,0,2,3
2753,PRV54790,No,3.0,8,8,1.0,3560,445.0,0,0,8,7
2754,PRV54792,No,1.09,22,22,1.0,5450,247.73,0,1,22,21
2755,PRV54793,No,2.8,5,10,2.0,3820,764.0,0,1,10,10
2756,PRV54794,No,0.0,3,3,1.0,450,150.0,0,0,3,3
2757,PRV54795,No,0.95,21,21,1.0,7570,360.48,0,1,21,20
2758,PRV54796,No,0.0,2,2,1.0,1700,850.0,0,0,2,2
2759,PRV54798,No,4.0,5,5,1.0,290,58.0,0,1,5,5
2760,PRV54799,No,0.0,1,1,1.0,100,100.0,0,0,1,1
2761,PRV54800,No,0.0,2,2,1.0,500,250.0,0,1,2,2
2762,PRV54802,No,1.53,17,17,1.0,1770,104.12,0,0,17,17
2763,PRV54803,No,0.0,3,3,1.0,1880,626.67,0,0,3,3
2764,PRV54805,No,4.0,5,5,1.0,270,54.0,0,2,5,5
2765,PRV54806,No,1.19,56,75,1.34,13810,246.61,0,5,75,69
2766,PRV54809,No,0.89,53,55,1.04,21330,402.45,0,9,55,47
2767,PRV54810,No,2.86,7,7,1.0,3840,548.57,0,1,7,7
2768,PRV54812,No,5.83,12,12,1.0,168816,14068.0,0,1,5,12
2769,PRV54813,No,1.46,711,1056,1.49,303710,427.16,3,0,1055,341
2770,PRV54814,No,1.29,72,82,1.14,21000,291.67,0,7,82,72
2771,PRV54817,No,19.0,1,1,1.0,8068,8068.0,0,1,0,1
2772,PRV54818,No,3.0,5,5,1.0,51340,10268.0,1,1,3,5
2773,PRV54819,No,4.36,23,25,1.09,165538,7197.3,0,3,10,22
2774,PRV54820,No,2.0,1,1,1.0,13068,13068.0,0,0,1,1
2775,PRV54821,No,4.57,7,7,1.0,46476,6639.43,0,0,3,7
2776,PRV54824,No,6.5,10,10,1.0,110680,11068.0,0,1,2,10
2777,PRV54827,No,1.29,12,17,1.42,2570,214.17,0,3,17,17
2778,PRV54829,No,1.33,55,75,1.36,21340,388.0,0,5,75,72
2779,PRV54830,No,2.55,11,11,1.0,14878,1352.55,0,3,10,11
2780,PRV54831,No,0.82,17,17,1.0,38312,2253.65,0,0,16,16
2781,PRV54833,No,1.31,48,88,1.83,19340,402.92,0,10,88,76
2782,PRV54834,No,3.44,15,16,1.07,65908,4393.87,0,0,12,16
2783,PRV54836,No,0.12,8,8,1.0,3430,428.75,0,1,8,8
2784,PRV54838,No,0.69,31,58,1.87,10970,353.87,0,6,58,54
2785,PRV54840,No,1.38,21,26,1.24,6520,310.48,0,0,26,25
2786,PRV54841,No,1.5,5,6,1.2,53454,10690.8,0,0,4,6
2787,PRV54842,No,1.11,59,130,2.2,65954,1117.86,0,19,128,110
2788,PRV54846,No,0.83,40,42,1.05,127602,3190.05,0,4,37,39
2789,PRV54847,No,1.29,135,296,2.19,140160,1038.22,1,22,293,198
2790,PRV54848,No,6.79,26,28,1.08,241034,9270.54,0,0,13,26
2791,PRV54849,No,0.0,12,12,1.0,1590,132.5,1,1,12,12
2792,PRV54852,No,1.94,82,180,2.2,51870,632.56,1,14,180,143
2793,PRV54854,No,1.69,55,131,2.38,40100,729.09,0,16,131,108
2794,PRV54855,No,1.59,129,212,1.64,57420,445.12,0,15,212,163
2795,PRV54856,No,0.0,1,1,1.0,40,40.0,0,0,1,1
2796,PRV54859,No,1.16,6,25,4.17,12530,2088.33,0,0,25,24
2797,PRV54860,No,3.05,8,21,2.62,14360,1795.0,0,2,21,21
2798,PRV54861,No,1.42,32,43,1.34,6630,207.19,1,0,43,42
2799,PRV54862,No,0.14,1,7,7.0,3530,3530.0,0,0,7,7
2800,PRV54863,No,0.67,6,6,1.0,1140,190.0,0,0,6,6
2801,PRV54864,No,2.8,5,5,1.0,860,172.0,0,0,5,5
2802,PRV54865,No,0.0,6,6,1.0,660,110.0,0,1,6,6
2803,PRV54866,No,0.0,2,2,1.0,130,65.0,0,0,2,2
2804,PRV54867,No,6.67,3,3,1.0,3570,1190.0,1,0,3,3
2805,PRV54868,No,1.6,91,105,1.15,25480,280.0,0,7,105,97
2806,PRV54869,No,0.0,8,8,1.0,950,118.75,0,3,8,8
2807,PRV54870,No,0.0,8,8,1.0,1080,135.0,0,0,8,8
2808,PRV54871,No,0.0,8,10,1.25,3260,407.5,0,3,10,10
2809,PRV54873,No,0.0,8,8,1.0,420,52.5,0,0,8,8
2810,PRV54877,No,1.83,63,70,1.11,26470,420.16,1,4,69,60
2811,PRV54878,No,2.12,15,16,1.07,10398,693.2,0,0,15,16
2812,PRV54881,No,5.54,39,39,1.0,329754,8455.23,1,2,23,35
2813,PRV54883,No,7.0,1,1,1.0,14068,14068.0,0,0,1,1
2814,PRV54885,No,2.03,289,316,1.09,450268,1558.02,2,20,293,210
2815,PRV54886,No,3.44,9,9,1.0,7940,882.22,0,2,9,8
2816,PRV54887,No,1.3,126,143,1.13,49210,390.56,0,13,143,125
2817,PRV54888,No,1.75,324,413,1.27,121590,375.28,2,39,413,249
2818,PRV54889,No,1.62,48,56,1.17,108086,2251.79,0,5,51,53
2819,PRV54890,No,2.51,77,77,1.0,78992,1025.87,1,7,75,70
2820,PRV54891,No,0.52,44,50,1.14,53840,1223.64,1,3,47,47
2821,PRV54892,No,1.61,46,49,1.07,10670,231.96,0,5,49,45
2822,PRV54893,No,3.88,8,8,1.0,1830,228.75,0,0,8,8
2823,PRV54898,No,5.44,9,9,1.0,81612,9068.0,0,0,3,9
2824,PRV54900,No,1.36,14,14,1.0,3590,256.43,0,0,14,14
2825,PRV54901,No,2.84,25,25,1.0,107536,4301.44,0,3,21,23
2826,PRV54902,No,1.38,15,16,1.07,10908,727.2,0,1,15,16
2827,PRV54903,No,2.14,6,7,1.17,64476,10746.0,0,0,6,7
2828,PRV54904,No,1.0,19,19,1.0,8070,424.74,0,1,19,18
2829,PRV54905,No,0.75,114,149,1.31,84272,739.23,0,11,146,120
2830,PRV54906,No,4.05,22,22,1.0,135694,6167.91,0,0,17,22
2831,PRV54907,No,1.41,120,170,1.42,60440,503.67,0,14,170,140
2832,PRV54908,No,1.24,109,115,1.06,34330,314.95,0,17,115,98
2833,PRV54909,No,2.48,27,27,1.0,87336,3234.67,0,1,23,27
2834,PRV54910,No,0.66,152,215,1.41,84194,553.91,2,11,213,159
2835,PRV54911,No,0.95,82,85,1.04,25790,314.51,0,8,85,74
2836,PRV54914,No,1.26,220,402,1.83,229102,1041.37,0,36,398,243
2837,PRV54916,No,2.36,99,107,1.08,201098,2031.29,0,8,97,91
2838,PRV54917,No,3.54,36,37,1.03,128480,3568.89,0,1,31,34
